Concept,Member,Member Type,Sort Weight,_version:1,_order:1000
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:161526,CONCEPT-SET,41,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:161527,CONCEPT-SET,42,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:163629,CONCEPT-SET,43,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:161158,CONCEPT-SET,44,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:163429,CONCEPT-SET,45,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:163428,CONCEPT-SET,46,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:167894,CONCEPT-SET,47,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:168210,CONCEPT-SET,48,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:163432,CONCEPT-SET,49,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:163431,CONCEPT-SET,50,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:163442,CONCEPT-SET,51,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:161133,CONCEPT-SET,52,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:167905,CONCEPT-SET,53,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:160053,CONCEPT-SET,54,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:163594,CONCEPT-SET,55,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:163704,CONCEPT-SET,56,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:167173,CONCEPT-SET,57,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:163703,CONCEPT-SET,58,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:163705,CONCEPT-SET,59,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:163706,CONCEPT-SET,60,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:163707,CONCEPT-SET,61,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:165395,CONCEPT-SET,62,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:161519,CONCEPT-SET,63,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:165544,CONCEPT-SET,64,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:165985,CONCEPT-SET,65,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:163430,CONCEPT-SET,66,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:167785,CONCEPT-SET,67,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:161529,CONCEPT-SET,68,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:161528,CONCEPT-SET,69,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:166046,CONCEPT-SET,70,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:161160,CONCEPT-SET,71,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:163001,CONCEPT-SET,72,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:165954,CONCEPT-SET,73,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:168216,CONCEPT-SET,74,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:163676,CONCEPT-SET,75,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:159827,CONCEPT-SET,76,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:163593,CONCEPT-SET,77,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:168174,CONCEPT-SET,78,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:168175,CONCEPT-SET,79,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:168176,CONCEPT-SET,80,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:167459,CONCEPT-SET,81,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:166017,CONCEPT-SET,82,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:168177,CONCEPT-SET,83,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:168178,CONCEPT-SET,84,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:163597,CONCEPT-SET,85,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:163595,CONCEPT-SET,86,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:163598,CONCEPT-SET,87,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:165984,CONCEPT-SET,88,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:168179,CONCEPT-SET,89,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:168154,CONCEPT-SET,90,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:159859,CONCEPT-SET,91,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:163671,CONCEPT-SET,92,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:159659,CONCEPT-SET,93,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:159826,CONCEPT-SET,94,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:166423,CONCEPT-SET,95,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:165953,CONCEPT-SET,96,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:161159,CONCEPT-SET,97,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:168180,CONCEPT-SET,98,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:165853,CONCEPT-SET,99,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:161524,CONCEPT-SET,100,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:161525,CONCEPT-SET,101,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:161467,CONCEPT-SET,102,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:163659,CONCEPT-SET,103,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:159828,CONCEPT-SET,104,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:166396,CONCEPT-SET,105,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:1012,CONCEPT-SET,106,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:168212,CONCEPT-SET,107,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:163592,CONCEPT-SET,108,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:166397,CONCEPT-SET,109,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:166045,CONCEPT-SET,110,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:166040,CONCEPT-SET,111,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:166039,CONCEPT-SET,112,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:165176,CONCEPT-SET,113,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:159656,CONCEPT-SET,114,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:168153,CONCEPT-SET,115,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:168151,CONCEPT-SET,116,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:161531,CONCEPT-SET,117,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:161530,CONCEPT-SET,118,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:168213,CONCEPT-SET,119,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:167182,CONCEPT-SET,120,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:168209,CONCEPT-SET,121,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:168215,CONCEPT-SET,122,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:168214,CONCEPT-SET,123,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:166591,CONCEPT-SET,124,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:168181,CONCEPT-SET,125,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:163669,CONCEPT-SET,126,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:163698,CONCEPT-SET,127,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:302,CONCEPT-SET,128,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:165177,CONCEPT-SET,129,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:1369,CONCEPT-SET,130,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:161457,CONCEPT-SET,131,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:161455,CONCEPT-SET,132,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:1029,CONCEPT-SET,133,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:166047,CONCEPT-SET,134,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:159660,CONCEPT-SET,135,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:306,CONCEPT-SET,136,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:166018,CONCEPT-SET,137,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:159607,CONCEPT-SET,138,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:160912,CONCEPT-SET,139,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:160226,CONCEPT-SET,140,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:159644,CONCEPT-SET,141,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:21,CONCEPT-SET,142,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:159606,CONCEPT-SET,143,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:160914,CONCEPT-SET,144,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:167175,CONCEPT-SET,145,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:167176,CONCEPT-SET,146,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:167174,CONCEPT-SET,147,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:167177,CONCEPT-SET,148,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:159655,CONCEPT-SET,149,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:299,CONCEPT-SET,150,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:160916,CONCEPT-SET,151,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:785,CONCEPT-SET,152,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:160917,CONCEPT-SET,153,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:1299,CONCEPT-SET,154,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:161469,CONCEPT-SET,155,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:857,CONCEPT-SET,156,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:161500,CONCEPT-SET,157,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:160919,CONCEPT-SET,158,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:160920,CONCEPT-SET,159,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:160921,CONCEPT-SET,160,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:160915,CONCEPT-SET,161,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:163600,CONCEPT-SET,162,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:163601,CONCEPT-SET,163,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:1011,CONCEPT-SET,164,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:159653,CONCEPT-SET,165,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:1297,CONCEPT-SET,166,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:161489,CONCEPT-SET,167,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:159829,CONCEPT-SET,168,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:159430,CONCEPT-SET,169,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:1325,CONCEPT-SET,170,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:1007,CONCEPT-SET,171,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:160922,CONCEPT-SET,172,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:1014,CONCEPT-SET,173,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:161490,CONCEPT-SET,174,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:1008,CONCEPT-SET,175,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:160913,CONCEPT-SET,176,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:1619,CONCEPT-SET,177,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:848,CONCEPT-SET,178,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:159497,CONCEPT-SET,179,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:166038,CONCEPT-SET,180,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:1135,CONCEPT-SET,181,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:161507,CONCEPT-SET,182,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:1134,CONCEPT-SET,183,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:164364,CONCEPT-SET,184,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:790,CONCEPT-SET,185,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:161511,CONCEPT-SET,186,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:887,CONCEPT-SET,187,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:1458,CONCEPT-SET,188,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:653,CONCEPT-SET,189,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:654,CONCEPT-SET,190,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:1013,CONCEPT-SET,191,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:159643,CONCEPT-SET,192,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:161154,CONCEPT-SET,193,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:1133,CONCEPT-SET,194,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:161516,CONCEPT-SET,195,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:1132,CONCEPT-SET,196,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:161502,CONCEPT-SET,197,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:161505,CONCEPT-SET,198,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:161504,CONCEPT-SET,199,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:655,CONCEPT-SET,200,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:1006,CONCEPT-SET,201,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:717,CONCEPT-SET,202,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:161522,CONCEPT-SET,203,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:161523,CONCEPT-SET,204,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:161503,CONCEPT-SET,205,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:1009,CONCEPT-SET,206,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:159654,CONCEPT-SET,207,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:163699,CONCEPT-SET,208,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:159825,CONCEPT-SET,209,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:1298,CONCEPT-SET,210,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:163435,CONCEPT-SET,211,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:161449,CONCEPT-SET,212,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:164948,CONCEPT-SET,213,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:161134,CONCEPT-SET,214,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:163695,CONCEPT-SET,215,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:159734,CONCEPT-SET,216,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:159733,CONCEPT-SET,217,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:164947,CONCEPT-SET,218,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:849,CONCEPT-SET,219,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:161443,CONCEPT-SET,220,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:161444,CONCEPT-SET,221,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:162106,CONCEPT-SET,222,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:165392,CONCEPT-SET,223,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:162096,CONCEPT-SET,224,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:161442,CONCEPT-SET,225,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:161441,CONCEPT-SET,226,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:161440,CONCEPT-SET,227,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:161438,CONCEPT-SET,228,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:1875,CONCEPT-SET,229,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:167183,CONCEPT-SET,230,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:161445,CONCEPT-SET,231,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:161439,CONCEPT-SET,232,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:162101,CONCEPT-SET,233,,
0001fdca-769d-47e4-8397-1c73c8bad34b,CIEL:163682,CONCEPT-SET,234,,
50975c1d-ae6a-4e8a-90cd-172a1e55156c,CIEL:165859,CONCEPT-SET,1,,
50975c1d-ae6a-4e8a-90cd-172a1e55156c,CIEL:166555,CONCEPT-SET,2,,
50975c1d-ae6a-4e8a-90cd-172a1e55156c,CIEL:305,CONCEPT-SET,3,,
50975c1d-ae6a-4e8a-90cd-172a1e55156c,CIEL:159862,CONCEPT-SET,4,,
50975c1d-ae6a-4e8a-90cd-172a1e55156c,CIEL:166023,CONCEPT-SET,5,,
50975c1d-ae6a-4e8a-90cd-172a1e55156c,CIEL:165860,CONCEPT-SET,6,,
50975c1d-ae6a-4e8a-90cd-172a1e55156c,CIEL:159651,CONCEPT-SET,7,,
50975c1d-ae6a-4e8a-90cd-172a1e55156c,CIEL:166556,CONCEPT-SET,8,,
50975c1d-ae6a-4e8a-90cd-172a1e55156c,CIEL:164925,CONCEPT-SET,9,,
50975c1d-ae6a-4e8a-90cd-172a1e55156c,CIEL:164924,CONCEPT-SET,10,,
50975c1d-ae6a-4e8a-90cd-172a1e55156c,CIEL:1033,CONCEPT-SET,11,,
50975c1d-ae6a-4e8a-90cd-172a1e55156c,CIEL:1034,CONCEPT-SET,12,,
50975c1d-ae6a-4e8a-90cd-172a1e55156c,CIEL:163612,CONCEPT-SET,13,,
50975c1d-ae6a-4e8a-90cd-172a1e55156c,CIEL:167207,CONCEPT-SET,14,,
50975c1d-ae6a-4e8a-90cd-172a1e55156c,CIEL:167208,CONCEPT-SET,15,,
50975c1d-ae6a-4e8a-90cd-172a1e55156c,CIEL:163613,CONCEPT-SET,16,,
50975c1d-ae6a-4e8a-90cd-172a1e55156c,CIEL:161232,CONCEPT-SET,17,,
50975c1d-ae6a-4e8a-90cd-172a1e55156c,CIEL:165838,CONCEPT-SET,18,,
50975c1d-ae6a-4e8a-90cd-172a1e55156c,CIEL:162827,CONCEPT-SET,19,,
50975c1d-ae6a-4e8a-90cd-172a1e55156c,CIEL:162826,CONCEPT-SET,20,,
50975c1d-ae6a-4e8a-90cd-172a1e55156c,CIEL:162598,CONCEPT-SET,21,,
50975c1d-ae6a-4e8a-90cd-172a1e55156c,CIEL:162597,CONCEPT-SET,22,,
50975c1d-ae6a-4e8a-90cd-172a1e55156c,CIEL:162599,CONCEPT-SET,23,,
50975c1d-ae6a-4e8a-90cd-172a1e55156c,167376AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CONCEPT-SET,24,,
50975c1d-ae6a-4e8a-90cd-172a1e55156c,CIEL:161513,CONCEPT-SET,25,,
50975c1d-ae6a-4e8a-90cd-172a1e55156c,CIEL:162282,CONCEPT-SET,26,,
50975c1d-ae6a-4e8a-90cd-172a1e55156c,CIEL:168323,CONCEPT-SET,27,,
50975c1d-ae6a-4e8a-90cd-172a1e55156c,CIEL:1321,CONCEPT-SET,28,,
50975c1d-ae6a-4e8a-90cd-172a1e55156c,CIEL:1320,CONCEPT-SET,29,,
50975c1d-ae6a-4e8a-90cd-172a1e55156c,CIEL:1322,CONCEPT-SET,30,,
50975c1d-ae6a-4e8a-90cd-172a1e55156c,CIEL:161234,CONCEPT-SET,31,,
50975c1d-ae6a-4e8a-90cd-172a1e55156c,CIEL:1324,CONCEPT-SET,32,,
50975c1d-ae6a-4e8a-90cd-172a1e55156c,CIEL:1323,CONCEPT-SET,33,,
50975c1d-ae6a-4e8a-90cd-172a1e55156c,CIEL:167810,CONCEPT-SET,34,,
50975c1d-ae6a-4e8a-90cd-172a1e55156c,CIEL:167786,CONCEPT-SET,35,,
50975c1d-ae6a-4e8a-90cd-172a1e55156c,CIEL:168023,CONCEPT-SET,36,,
50975c1d-ae6a-4e8a-90cd-172a1e55156c,CIEL:167787,CONCEPT-SET,37,,
50975c1d-ae6a-4e8a-90cd-172a1e55156c,CIEL:1044,CONCEPT-SET,38,,
50975c1d-ae6a-4e8a-90cd-172a1e55156c,CIEL:1046,CONCEPT-SET,39,,
50975c1d-ae6a-4e8a-90cd-172a1e55156c,CIEL:1035,CONCEPT-SET,40,,
50975c1d-ae6a-4e8a-90cd-172a1e55156c,CIEL:1037,CONCEPT-SET,41,,
50975c1d-ae6a-4e8a-90cd-172a1e55156c,CIEL:844,CONCEPT-SET,42,,
50975c1d-ae6a-4e8a-90cd-172a1e55156c,CIEL:167441,CONCEPT-SET,43,,
50975c1d-ae6a-4e8a-90cd-172a1e55156c,CIEL:1030,CONCEPT-SET,44,,
50975c1d-ae6a-4e8a-90cd-172a1e55156c,CIEL:1318,CONCEPT-SET,45,,
50975c1d-ae6a-4e8a-90cd-172a1e55156c,CIEL:1042,CONCEPT-SET,46,,
50975c1d-ae6a-4e8a-90cd-172a1e55156c,CIEL:1041,CONCEPT-SET,47,,
50975c1d-ae6a-4e8a-90cd-172a1e55156c,CIEL:1040,CONCEPT-SET,48,,
50975c1d-ae6a-4e8a-90cd-172a1e55156c,CIEL:1326,CONCEPT-SET,49,,
50975c1d-ae6a-4e8a-90cd-172a1e55156c,CIEL:856,CONCEPT-SET,50,,
50975c1d-ae6a-4e8a-90cd-172a1e55156c,CIEL:1305,CONCEPT-SET,51,,
50975c1d-ae6a-4e8a-90cd-172a1e55156c,CIEL:1045,CONCEPT-SET,52,,
50975c1d-ae6a-4e8a-90cd-172a1e55156c,CIEL:1047,CONCEPT-SET,53,,
50975c1d-ae6a-4e8a-90cd-172a1e55156c,CIEL:165089,CONCEPT-SET,54,,
50975c1d-ae6a-4e8a-90cd-172a1e55156c,CIEL:165861,CONCEPT-SET,55,,
50975c1d-ae6a-4e8a-90cd-172a1e55156c,CIEL:163610,CONCEPT-SET,56,,
50975c1d-ae6a-4e8a-90cd-172a1e55156c,CIEL:163342,CONCEPT-SET,57,,
50975c1d-ae6a-4e8a-90cd-172a1e55156c,CIEL:151556,CONCEPT-SET,58,,
50975c1d-ae6a-4e8a-90cd-172a1e55156c,CIEL:163545,CONCEPT-SET,59,,
50975c1d-ae6a-4e8a-90cd-172a1e55156c,CIEL:163658,CONCEPT-SET,60,,
50975c1d-ae6a-4e8a-90cd-172a1e55156c,CIEL:164938,CONCEPT-SET,61,,
50975c1d-ae6a-4e8a-90cd-172a1e55156c,CIEL:1036,CONCEPT-SET,62,,
50975c1d-ae6a-4e8a-90cd-172a1e55156c,CIEL:1038,CONCEPT-SET,63,,
50975c1d-ae6a-4e8a-90cd-172a1e55156c,CIEL:885,CONCEPT-SET,64,,
50975c1d-ae6a-4e8a-90cd-172a1e55156c,CIEL:163662,CONCEPT-SET,65,,
50975c1d-ae6a-4e8a-90cd-172a1e55156c,CIEL:165852,CONCEPT-SET,66,,
50975c1d-ae6a-4e8a-90cd-172a1e55156c,CIEL:165841,CONCEPT-SET,67,,
50975c1d-ae6a-4e8a-90cd-172a1e55156c,CIEL:165842,CONCEPT-SET,68,,
50975c1d-ae6a-4e8a-90cd-172a1e55156c,CIEL:165840,CONCEPT-SET,69,,
50975c1d-ae6a-4e8a-90cd-172a1e55156c,CIEL:165981,CONCEPT-SET,70,,
50975c1d-ae6a-4e8a-90cd-172a1e55156c,CIEL:165562,CONCEPT-SET,71,,
50975c1d-ae6a-4e8a-90cd-172a1e55156c,CIEL:168019,CONCEPT-SET,72,,
50975c1d-ae6a-4e8a-90cd-172a1e55156c,CIEL:1945,CONCEPT-SET,73,,
50975c1d-ae6a-4e8a-90cd-172a1e55156c,CIEL:165611,CONCEPT-SET,74,,
50975c1d-ae6a-4e8a-90cd-172a1e55156c,CIEL:165624,CONCEPT-SET,75,,
50975c1d-ae6a-4e8a-90cd-172a1e55156c,CIEL:165982,CONCEPT-SET,76,,
50975c1d-ae6a-4e8a-90cd-172a1e55156c,CIEL:161462,CONCEPT-SET,77,,
50975c1d-ae6a-4e8a-90cd-172a1e55156c,CIEL:163661,CONCEPT-SET,78,,
50975c1d-ae6a-4e8a-90cd-172a1e55156c,CIEL:163663,CONCEPT-SET,79,,
50975c1d-ae6a-4e8a-90cd-172a1e55156c,CIEL:159870,CONCEPT-SET,80,,
50975c1d-ae6a-4e8a-90cd-172a1e55156c,CIEL:159869,CONCEPT-SET,81,,
50975c1d-ae6a-4e8a-90cd-172a1e55156c,CIEL:159865,CONCEPT-SET,82,,
50975c1d-ae6a-4e8a-90cd-172a1e55156c,CIEL:159868,CONCEPT-SET,83,,
50975c1d-ae6a-4e8a-90cd-172a1e55156c,CIEL:159867,CONCEPT-SET,84,,
50975c1d-ae6a-4e8a-90cd-172a1e55156c,CIEL:159866,CONCEPT-SET,85,,
50975c1d-ae6a-4e8a-90cd-172a1e55156c,CIEL:163603,CONCEPT-SET,86,,
50975c1d-ae6a-4e8a-90cd-172a1e55156c,CIEL:167330,CONCEPT-SET,87,,
50975c1d-ae6a-4e8a-90cd-172a1e55156c,CIEL:167377,CONCEPT-SET,88,,
50975c1d-ae6a-4e8a-90cd-172a1e55156c,CIEL:1031,CONCEPT-SET,89,,
50975c1d-ae6a-4e8a-90cd-172a1e55156c,CIEL:1032,CONCEPT-SET,90,,
50975c1d-ae6a-4e8a-90cd-172a1e55156c,CIEL:1043,CONCEPT-SET,91,,
50975c1d-ae6a-4e8a-90cd-172a1e55156c,CIEL:1039,CONCEPT-SET,92,,
50975c1d-ae6a-4e8a-90cd-172a1e55156c,CIEL:164917,CONCEPT-SET,93,,
